target_url,target_url_domain,target_url_top_level_domain,target_url_redirects,final_url,final_url_domain,final_url_top_level_domain,final_url_website,final_url_live,final_url_status_code,final_url_media_type,final_url_same_domain,final_url_same_website,target_url_agency_owner,target_url_bureau_owner,target_url_branch,target_url_404_test,source_list,public,scan_date,primary_scan_status,accessibility_scan_status,dns_scan_status,not_found_scan_status,performance_scan_status,robots_txt_scan_status,security_scan_status,sitemap_xml_scan_status,ipv6,hostname,cms,login_provider,login,site_search,search_dot_gov,dap,dap_parameters,third_party_service_domains,third_party_service_count,cookie_domains,viewport_meta_tag,cumulative_layout_shift,largest_contentful_paint,required_links_url,required_links_text,https_enforced,hsts,title,description,keywords,og_title,og_description,og_article_published,og_article_modified,og_image,og_type,og_url,canonical_link,language,language_link,main_element_present,robots_txt_detected,robots_txt_target_url_redirects,robots_txt_final_url,robots_txt_final_url_live,robots_txt_final_url_status_code,robots_txt_final_url_media_type,robots_txt_final_url_filesize,robots_txt_crawl_delay,robots_txt_sitemap_locations,sitemap_xml_detected,sitemap_xml_target_url_redirects,sitemap_xml_final_url,sitemap_xml_final_url_live,sitemap_xml_final_url_status_code,sitemap_xml_final_url_media_type,sitemap_xml_final_url_filesize,sitemap_xml_count,sitemap_xml_pdf_count,uswds_favicon,uswds_favicon_in_css,uswds_publicsans_font,uswds_inpage_css,uswds_usa_class_list,uswds_usa_classes,uswds_string,uswds_string_in_css,uswds_semantic_version,uswds_version,uswds_count
ignet.gov,ignet.gov,.gov,True,https://www.ignet.gov/,ignet.gov,gov,www.ignet.gov,True,200.0,text/html,True,False,Council of Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,Executive,True,"[""gov"",""pulse""]",False,2024-06-15T05:38:04.923Z,completed,completed,completed,completed,completed,completed,completed,completed,False,,Drupal,,,True,,False,,"[""fonts.googleapis.com"",""fonts.gstatic.com"",""rum-collector-2.pingdom.net"",""rum-static.pingdom.net"",""use.fontawesome.com"",""www.google-analytics.com"",""www.googletagmanager.com""]",7.0,"["".ignet.gov"",""www.ignet.gov""]",True,0.3438096419270833,2094.4,"[""about"",""fear"",""foia"",""inspector"",""privacy"",""usa.gov""]","[""accessibility"",""no fear act"",""foia"",""inspector general"",""usa.gov""]",True,True,IGNET | Council of the Inspectors General on Integrity and Efficiency; IGnet,,,,,,,,,,/node/6,en,,False,True,True,https://www.ignet.gov/robots.txt,True,200.0,text/plain,2189.0,10.0,,True,True,https://www.ignet.gov/sitemap.xml,True,200.0,text/xml,1272.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
pandemic.oversight.gov,oversight.gov,.gov,True,https://www.pandemicoversight.gov/,pandemicoversight.gov,gov,www.pandemicoversight.gov,True,200.0,text/html,False,False,Council of Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,Executive,False,"[""pulse""]",False,2024-06-15T00:54:58.422Z,completed,completed,completed,completed,completed,completed,completed,completed,True,azurefd.net,Drupal,,,True,,False,,"[""eeeb4b91-4752-484b-9e3e-dff3279138a8.domoapps.prod101.domo.com"",""fonts.googleapis.com"",""fonts.gstatic.com"",""polyfill.io"",""public.domo.com"",""script.crazyegg.com"",""unpkg.com"",""www.google-analytics.com"",""www.googletagmanager.com""]",9.0,"["".pandemicoversight.gov""]",True,0.5958252083333334,649.0,"[""about"",""fear"",""foia"",""privacy""]","[""about us"",""accessibility"",""foia"",""inspector general"",""privacy policy""]",False,True,Pandemic Oversight - Home | Pandemic Oversight,,"pandemic oversight, pandemic response accountability committee, track the money, PRAC, pandemic",,,,,,,,https://www.pandemicoversight.gov/,en,,True,False,True,https://www.pandemicoversight.gov/,True,200.0,text/html,,,,False,True,https://www.pandemicoversight.gov/,True,200.0,text/html,,,,20.0,0.0,0.0,0.0,"[""usa-accordion"",""usa-banner"",""usa-button"",""usa-card-group"",""usa-footer"",""usa-header"",""usa-icon"",""usa-input"",""usa-link"",""usa-list"",""usa-logo"",""usa-logo-img"",""usa-menu-btn"",""usa-nav"",""usa-nav-container"",""usa-overlay"",""usa-prose"",""usa-search"",""usa-skipnav"",""usa-social-link"",""usa-sr-only""]",60.0,64.0,20.0,v3.7.1,100.0,264.0
cigie.gov,cigie.gov,.gov,,,,,,,,,,,Council of Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,Executive,,"[""gov""]",False,2024-06-15T03:20:46.112Z,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,False,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
www.cigie.gov,cigie.gov,.gov,,,,,,,,,,,Council of Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,Executive,,"[""gov""]",False,2024-06-15T01:50:28.739Z,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,dns_resolution_error,unknown_error,dns_resolution_error,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
www.oversight.gov,oversight.gov,.gov,False,https://www.oversight.gov/,oversight.gov,gov,www.oversight.gov,True,200.0,text/html,True,True,Council of Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,Executive,True,"[""gov"",""2020_eot"",""gov_man""]",False,2024-06-15T00:59:26.814Z,completed,completed,completed,completed,completed,completed,unknown_error,completed,True,,Drupal,,,True,,False,,"[""cdn.jsdelivr.net"",""fonts.googleapis.com"",""fonts.gstatic.com"",""rum-collector-2.pingdom.net"",""rum-static.pingdom.net"",""use.fontawesome.com"",""www.google-analytics.com"",""www.googletagmanager.com""]",8.0,"["".oversight.gov"",""www.oversight.gov""]",True,0.1570076822916666,1631.199,"[""about"",""privacy"",""usa.gov""]","[""accessibility"",""privacy policy""]",,,Oversight.gov | All Federal Inspector General Reports In One Place,,,,,,,,,,,en,,False,True,False,https://www.oversight.gov/robots.txt,True,200.0,text/plain,2189.0,10.0,,False,False,https://www.oversight.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
pandemicoversight.gov,pandemicoversight.gov,.gov,True,https://www.pandemicoversight.gov/,pandemicoversight.gov,gov,www.pandemicoversight.gov,True,200.0,text/html,True,False,Council of Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,Executive,True,"[""gov""]",False,2024-06-14T00:52:55.843Z,completed,completed,completed,completed,completed,completed,completed,completed,False,,Drupal,,,True,,False,,"[""eeeb4b91-4752-484b-9e3e-dff3279138a8.domoapps.prod101.domo.com"",""fonts.googleapis.com"",""fonts.gstatic.com"",""polyfill.io"",""public.domo.com"",""script.crazyegg.com"",""unpkg.com"",""www.google-analytics.com"",""www.googletagmanager.com""]",9.0,"["".pandemicoversight.gov""]",True,0.6549053802083333,659.599,"[""about"",""fear"",""foia"",""privacy""]","[""about us"",""accessibility"",""foia"",""inspector general"",""privacy policy""]",True,True,Pandemic Oversight - Home | Pandemic Oversight,,"pandemic oversight, pandemic response accountability committee, track the money, PRAC, pandemic",,,,,,,,https://www.pandemicoversight.gov/,en,,True,True,True,https://www.pandemicoversight.gov/robots.txt,True,200.0,text/plain,1767.0,,"[""https://pandemicoversight.gov/sitemap.xml""]",True,True,https://www.pandemicoversight.gov/sitemap.xml,True,200.0,application/xml,271783.0,0.0,0.0,20.0,0.0,0.0,0.0,"[""usa-accordion"",""usa-banner"",""usa-button"",""usa-card-group"",""usa-footer"",""usa-header"",""usa-icon"",""usa-input"",""usa-link"",""usa-list"",""usa-logo"",""usa-logo-img"",""usa-menu-btn"",""usa-nav"",""usa-nav-container"",""usa-overlay"",""usa-prose"",""usa-search"",""usa-skipnav"",""usa-social-link"",""usa-sr-only""]",60.0,64.0,20.0,v3.7.1,100.0,264.0
oversight.gov,oversight.gov,.gov,True,https://www.oversight.gov/,oversight.gov,gov,www.oversight.gov,True,200.0,text/html,True,False,Council of Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,Executive,True,"[""gov"",""pulse"",""gov_man""]",False,2024-06-14T06:42:51.521Z,completed,completed,completed,completed,completed,completed,completed,completed,False,,Drupal,,,True,,False,,"[""cdn.jsdelivr.net"",""fonts.googleapis.com"",""fonts.gstatic.com"",""rum-collector-2.pingdom.net"",""rum-static.pingdom.net"",""use.fontawesome.com"",""www.google-analytics.com"",""www.googletagmanager.com""]",8.0,"["".oversight.gov"",""www.oversight.gov""]",True,0.1906722976888021,1686.699,"[""about"",""privacy"",""usa.gov""]","[""accessibility"",""privacy policy""]",True,True,Oversight.gov | All Federal Inspector General Reports In One Place,,,,,,,,,,,en,,False,True,True,https://www.oversight.gov/robots.txt,True,200.0,text/plain,2189.0,10.0,,False,True,https://www.oversight.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
awards.cigie.gov,cigie.gov,.gov,False,https://awards.cigie.gov/,cigie.gov,gov,awards.cigie.gov,True,200.0,text/html,True,True,Council of Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,Executive,True,"[""pulse""]",False,2024-06-15T01:55:04.341Z,completed,completed,completed,completed,completed,completed,completed,completed,True,,Drupal,,"[""\""password\"""",""type=\""password\""""]",False,,False,,"[""maxcdn.bootstrapcdn.com"",""www.google-analytics.com""]",2.0,"["".cigie.gov"",""awards.cigie.gov""]",True,0.0,498.6,,,True,True,Home | Awards Program,,,,,,,,,,https://awards.cigie.gov/,en,,True,False,False,https://awards.cigie.gov/robots.txt,False,404.0,text/html,,,,False,False,https://awards.cigie.gov/sitemap.xml,False,404.0,text/html,,,,20.0,0.0,40.0,0.0,"[""usa-accordion"",""usa-footer"",""usa-form-group"",""usa-header"",""usa-label"",""usa-logo"",""usa-menu-btn"",""usa-nav"",""usa-navbar"",""usa-overlay"",""usa-section""]",20.0,4.0,20.0,,0.0,104.0
www.ignet.gov,ignet.gov,.gov,False,https://www.ignet.gov/,ignet.gov,gov,www.ignet.gov,True,200.0,text/html,True,True,Council of Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,Executive,True,"[""gov"",""2020_eot"",""usagov"",""gov_man""]",False,2024-06-15T04:38:37.230Z,completed,completed,completed,completed,completed,completed,unknown_error,completed,True,,Drupal,,,True,,False,,"[""fonts.googleapis.com"",""fonts.gstatic.com"",""rum-collector-2.pingdom.net"",""rum-static.pingdom.net"",""use.fontawesome.com"",""www.google-analytics.com"",""www.googletagmanager.com""]",7.0,"["".ignet.gov"",""www.ignet.gov""]",True,0.4393764518229166,1813.0,"[""about"",""fear"",""foia"",""inspector"",""privacy"",""usa.gov""]","[""accessibility"",""no fear act"",""foia"",""inspector general"",""usa.gov""]",,,IGNET | Council of the Inspectors General on Integrity and Efficiency; IGnet,,,,,,,,,,/node/6,en,,False,True,False,https://www.ignet.gov/robots.txt,True,200.0,text/plain,2189.0,10.0,,True,False,https://www.ignet.gov/sitemap.xml,True,200.0,text/xml,1272.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
www.pandemicoversight.gov,pandemicoversight.gov,.gov,False,https://www.pandemicoversight.gov/,pandemicoversight.gov,gov,www.pandemicoversight.gov,True,200.0,text/html,True,True,Council of Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,Executive,True,"[""gov"",""2020_eot""]",False,2024-06-08T04:09:14.146Z,completed,completed,completed,completed,completed,completed,unknown_error,completed,True,azurefd.net,Drupal,,,True,,False,,"[""eeeb4b91-4752-484b-9e3e-dff3279138a8.domoapps.prod101.domo.com"",""fonts.googleapis.com"",""fonts.gstatic.com"",""polyfill.io"",""public.domo.com"",""script.crazyegg.com"",""unpkg.com"",""www.google-analytics.com"",""www.googletagmanager.com""]",9.0,"["".pandemicoversight.gov""]",True,0.6595509915364584,632.7,"[""about"",""fear"",""foia"",""privacy""]","[""about us"",""accessibility"",""foia"",""inspector general"",""privacy policy""]",,,Pandemic Oversight - Home | Pandemic Oversight,,"pandemic oversight, pandemic response accountability committee, track the money, PRAC, pandemic",,,,,,,,https://www.pandemicoversight.gov/,en,,True,True,False,https://www.pandemicoversight.gov/robots.txt,True,200.0,text/plain,1767.0,,"[""https://pandemicoversight.gov/sitemap.xml""]",True,False,https://www.pandemicoversight.gov/sitemap.xml,True,200.0,application/xml,271783.0,0.0,0.0,20.0,0.0,0.0,0.0,"[""usa-accordion"",""usa-banner"",""usa-button"",""usa-card-group"",""usa-footer"",""usa-header"",""usa-icon"",""usa-input"",""usa-link"",""usa-list"",""usa-logo"",""usa-logo-img"",""usa-menu-btn"",""usa-nav"",""usa-nav-container"",""usa-overlay"",""usa-prose"",""usa-search"",""usa-skipnav"",""usa-social-link"",""usa-sr-only""]",60.0,64.0,20.0,v3.7.1,100.0,264.0
